prefix,total_count,entropy,max_byte,max_count,nz
82e4b983e5bc95e9,1,0,a8,1,255
82e4b983e5bc95e9a8,1,0,8e,1,255
82e4b983e6,8,2,8c,2,252
82e4b983e68c,1,0,82,1,255
82e4b983e68c82,1,0,e8,1,255
82e4b983e68c82e8,1,0,91,1,255
82e4b983e68c82e891,1,0,97,1,255
82e4b983e68e,1,0,a2,1,255
82e4b983e68ea2,1,0,e6,1,255
82e4b983e68ea2e6,1,0,80,1,255
82e4b983e68ea2e680,1,0,80,1,255
82e4b983e694,1,0,be,1,255
82e4b983e694be,1,0,e5,1,255
82e4b983e694bee5,1,0,a4,1,255
82e4b983e694bee5a4,1,0,aa,1,255
82e4b983e698,1,0,af,1,255
82e4b983e698af,1,0,e7,1,255
82e4b983e698afe7,1,0,81,1,255
82e4b983e698afe781,1,0,ab,1,255
82e4b983e7,4,1,9b,2,254
82e4b983e79b,1,0,b8,1,255
82e4b983e79bb8,1,0,e8,1,255
82e4b983e79bb8e8,1,0,ac,1,255
82e4b983e79bb8e8ac,1,0,82,1,255
82e4b983e7a0,1,0,b4,1,255
82e4b983e7a0b4,1,0,e5,1,255
82e4b983e7a0b4e5,1,0,87,1,255
82e4b983e7a0b4e587,1,0,ba,1,255
82e4b983e8,10,1.92193,a9,4,252
82e4b983e881,1,0,b6,1,255
82e4b983e881b6,1,0,e5,1,255
82e4b983e881b6e5,1,0,8f,1,255
82e4b983e881b6e58f,1,0,8b,1,255
82e4b983e887,1,0,aa,1,255
82e4b983e887aa,1,0,e5,1,255
82e4b983e887aae5,1,0,96,1,255
82e4b983e887aae596,1,0,9c,1,255
82e4b983e891,1,0,97,1,255
82e4b983e89197,1,0,e6,1,255
82e4b983e89197e6,1,0,be,1,255
82e4b983e89197e6be,1,0,a1,1,255
82e4b983e8a9,2,1,a3,1,254
82e4b983e8a9a3,1,0,e5,1,255
82e4b983e8a9a3e5,1,0,ae,1,255
82e4b983e8a9a3e5ae,1,0,98,1,255
82e4b983e8a9a6,1,0,e4,1,255
82e4b983e8a9a6e4,1,0,bb,1,255
82e4b983e8a9a6e4bb,1,0,a5,1,255
82e4b98b,20,2.12193,e3,8,251
82e4b98be3,8,0,80,8,255
82e4b98be380,4,0,82,4,255
82e4b98be38082,4,1.5,e4,2,253
82e4b98be380820a,1,0,e3,1,255
82e4b98be380820ae3,1,0,80,1,255
82e4b98be38082e4,2,0,b9,2,255
82e4b98be38082e4b9,2,0,83,2,255
82e4b98be38082e5,1,0,be,1,255
82e4b98be38082e5be,1,0,a9,1,255
82e4b98be5,4,1,a5,2,254
82e4b98be5a5,1,0,b3,1,255
82e4b98be5a5b3,1,0,e3,1,255
82e4b98be5a5b3e3,1,0,80,1,255
82e4b98be5a5b3e380,1,0,82,1,255
82e4b98be5b1,1,0,b1,1,255
82e4b98be5b1b1,1,0,e3,1,255
82e4b98be5b1b1e3,1,0,80,1,255
82e4b98be5b1b1e380,1,0,80,1,255
82e4b98be6,2,0,9b,2,255
82e4b98be69b,1,0,b0,1,255
82e4b98be69bb0,1,0,ef,1,255
82e4b98be69bb0ef,1,0,bc,1,255
82e4b98be69bb0efbc,1,0,9a,1,255
82e4b98be7,2,0,80,2,255
82e4b98be780,1,0,91,1,255
82e4b98be78091,1,0,e5,1,255
82e4b98be78091e5,1,0,b8,1,255
82e4b98be78091e5b8,1,0,83,1,255
82e4b98bef,4,0,bc,4,255
82e4b98befbc,2,0,8c,2,255
82e4b98befbc8c,2,0,e5,2,255
82e4b98befbc8ce5,2,1,a4,1,254
82e4b98befbc8ce5a4,1,0,a7,1,255
82e4b98befbc8ce5ad,1,0,90,1,255
82e4b998,2,0,e9,2,255
82e4b998e9,2,0,a9,2,255
82e4b998e9a9,1,0,a2,1,255
82e4b998e9a9a2,1,0,e4,1,255
82e4b998e9a9a2e4,1,0,bd,1,255
82e4b998e9a9a2e4bd,1,0,9c,1,255
82e4b9b3,2,0,e6,2,255
82e4b9b3e6,2,0,af,2,255
82e4b9b3e6af,1,0,8d,1,255
82e4b9b3e6af8d,1,0,e5,1,255
82e4b9b3e6af8de5,1,0,af,1,255
82e4b9b3e6af8de5af,1,0,86,1,255
82e4ba,56,1.9909,ba,26,250
82e4ba8b,2,0,e3,2,255
82e4ba8be3,2,0,80,2,255
82e4ba8be380,1,0,82,1,255
82e4ba8be38082,1,0,e3,1,255
82e4ba8be38082e3,1,0,80,1,255
82e4ba8be38082e380,1,0,8d,1,255
82e4ba8c,16,1.40564,e4,8,253
82e4ba8ce4,8,0,ba,8,255
82e4ba8ce4ba,4,0,ba,4,255
82e4ba8ce4baba,4,1.5,e5,2,253
82e4ba8ce4babae4,1,0,ba,1,255
82e4ba8ce4babae4ba,1,0,a4,1,255
82e4ba8ce4babae5,2,1,90,1,254
82e4ba8ce4babae590,1,0,84,1,255
82e4ba8ce4babae5a4,1,0,a7,1,255
82e4ba8ce4babae6,1,0,80,1,255
82e4ba8ce4babae680,1,0,9d,1,255
82e4ba8ce5,6,1.58496,8d,2,253
82e4ba8ce58d,1,0,81,1,255
82e4ba8ce58d81,1,0,e5,1,255
82e4ba8ce58d81e5,1,0,85,1,255
82e4ba8ce58d81e585,1,0,ab,1,255
82e4ba8ce5a5,1,0,b3,1,255
82e4ba8ce5a5b3,1,0,e8,1,255
82e4ba8ce5a5b3e8,1,0,bf,1,255
82e4ba8ce5a5b3e8bf,1,0,bd,1,255
82e4ba8ce5af,1,0,b8,1,255
82e4ba8ce5afb8,1,0,e7,1,255
82e4ba8ce5afb8e7,1,0,81,1,255
82e4ba8ce5afb8e781,1,0,ab,1,255
82e4ba8ce6,2,0,9c,2,255
82e4ba8ce69c,1,0,88,1,255
82e4ba8ce69c88,1,0,e4,1,255
82e4ba8ce69c88e4,1,0,b8,1,255
82e4ba8ce69c88e4b8,1,0,ad,1,255
82e4ba91,6,0.918296,e5,4,254
82e4ba91e5,4,1,98,2,254
82e4ba91e598,1,0,97,1,255
82e4ba91e59897,1,0,e6,1,255
82e4ba91e59897e6,1,0,9c,1,255
82e4ba91e59897e69c,1,0,89,1,255
82e4ba91e5af,1,0,b6,1,255
82e4ba91e5afb6,1,0,e7,1,255
82e4ba91e5afb6e7,1,0,88,1,255
82e4ba91e5afb6e788,1,0,b6,1,255
82e4ba91ef,2,0,bc,2,255
82e4ba91efbc,1,0,9a,1,255
82e4ba91efbc9a,1,0,e3,1,255
82e4ba91efbc9ae3,1,0,80,1,255
82e4ba91efbc9ae380,1,0,8d,1,255
82e4baa1,2,0,e4,2,255
82e4baa1e4,2,0,be,2,255
82e4baa1e4be,1,0,86,1,255
82e4baa1e4be86,1,0,e4,1,255
82e4baa1e4be86e4,1,0,bb,1,255
82e4baa1e4be86e4bb,1,0,8a,1,255
82e4baa6,4,1,e4,2,254
82e4baa6e4,2,0,b8,2,255
82e4baa6e4b8,1,0,8d,1,255
82e4baa6e4b88d,1,0,e6,1,255
82e4baa6e4b88de6,1,0,95,1,255
82e4baa6e4b88de695,1,0,a2,1,255
82e4baa6e6,2,0,9c,2,255
82e4baa6e69c,1,0,89,1,255
82e4baa6e69c89,1,0,e4,1,255
82e4baa6e69c89e4,1,0,ba,1,255
82e4baa6e69c89e4ba,1,0,8b,1,255
82e4baba,26,2.28778,e8,10,250
82e4baba0a,2,0,e3,2,255
82e4baba0ae3,1,0,80,1,255
82e4baba0ae380,1,0,82,1,255
82e4baba0ae38082,1,0,e3,1,255
82e4baba0ae38082e3,1,0,80,1,255
82e4babae5,4,1,85,2,254
82e4babae585,1,0,b1,1,255
82e4babae585b1,1,0,e9,1,255
82e4babae585b1e9,1,0,80,1,255
82e4babae585b1e980,1,0,90,1,255
82e4babae5ae,1,0,9a,1,255
82e4babae5ae9a,1,0,e5,1,255
82e4babae5ae9ae5,1,0,be,1,255
82e4babae5ae9ae5be,1,0,8c,1,255
82e4babae6,2,0,9b,2,255
82e4babae69b,1,0,b4,1,255
82e4babae69bb4,1,0,0a,1,255
82e4babae69bb40a,1,0,e5,1,255
82e4babae69bb40ae5,1,0,be,1,255
82e4babae7,2,0,9c,2,255
82e4babae79c,1,0,bc,1,255
82e4babae79cbc,1,0,ef,1,255
82e4babae79cbcef,1,0,bc,1,255
82e4babae79cbcefbc,1,0,8c,1,255
82e4babae8,10,1.92193,ac,4,252
82e4babae881,1,0,b2,1,255
82e4babae881b2,1,0,ef,1,255
82e4babae881b2ef,1,0,bc,1,255
82e4babae881b2efbc,1,0,8c,1,255
82e4babae8a6,1,0,8b,1,255
82e4babae8a68b,1,0,e4,1,255
82e4babae8a68be4,1,0,ba,1,255
82e4babae8a68be4ba,1,0,8c,1,255
82e4babae8a7,1,0,a3,1,255
82e4babae8a7a3,1,0,e5,1,255
82e4babae8a7a3e5,1,0,85,1,255
82e4babae8a7a3e585,1,0,b6,1,255
82e4babae8ac,2,0,82,2,255
82e4babae8ac82,2,0,e5,2,255
82e4babae8ac82e5,2,1,a3,1,254
82e4babae8ac82e5a3,1,0,ab,1,255
82e4babae8ac82e5bf,1,0,85,1,255
82e4babaef,6,0,bc,6,255
82e4babaefbc,3,0,8c,3,255
82e4babaefbc8c,3,1.58496,e5,1,253
82e4babaefbc8ce5,1,0,a4,1,255
82e4babaefbc8ce5a4,1,0,9a,1,255
82e4babaefbc8ce7,1,0,8b,1,255
82e4babaefbc8ce78b,1,0,80,1,255
82e4babaefbc8ce8,1,0,91,1,255
82e4babaefbc8ce891,1,0,97,1,255
82e4bb,50,2.51908,a5,16,248
82e4bb86,2,0,e5,2,255
82e4bb86e5,2,0,b0,2,255
82e4bb86e5b0,1,0,8b,1,255
82e4bb86e5b08b,1,0,e7,1,255
82e4bb86e5b08be7,1,0,82,1,255
82e4bb86e5b08be782,1,0,ba,1,255
82e4bb8a,12,1.79248,e9,6,252
82e4bb8ae6,2,0,ad,2,255
82e4bb8ae6ad,1,0,bb,1,255
82e4bb8ae6adbb,1,0,ef,1,255
82e4bb8ae6adbbef,1,0,bc,1,255
82e4bb8ae6adbbefbc,1,0,8c,1,255
82e4bb8ae7,2,0,95,2,255
82e4bb8ae795,1,0,b6,1,255
82e4bb8ae795b6,1,0,e5,1,255
82e4bb8ae795b6e5,1,0,be,1,255
82e4bb8ae795b6e5be,1,0,80,1,255
82e4bb8ae8,2,0,ae,2,255
82e4bb8ae8ae,1,0,8a,1,255
82e4bb8ae8ae8a,1,0,e7,1,255
82e4bb8ae8ae8ae7,1,0,82,1,255
82e4bb8ae8ae8ae782,1,0,ba,1,255
82e4bb8ae9,6,0.918296,81,4,254
82e4bb8ae981,2,1,93,1,254
82e4bb8ae98193,1,0,e4,1,255
82e4bb8ae98193e4,1,0,b8,1,255
82e4bb8ae98193e4b8,1,0,ad,1,255
82e4bb8ae981bc,1,0,e6,1,255
82e4bb8ae981bce6,1,0,9d,1,255
82e4bb8ae981bce69d,1,0,b1,1,255
82e4bb8ae99b,1,0,a3,1,255
82e4bb8ae99ba3,1,0,e8,1,255
82e4bb8ae99ba3e8,1,0,a8,1,255
82e4bb8ae99ba3e8a8,1,0,80,1,255
82e4bb95,2,0,e5,2,255
82e4bb95e5,2,0,ae,2,255
82e4bb95e5ae,1,0,a6,1,255
82e4bb95e5aea6,1,0,e5,1,255
82e4bb95e5aea6e5,1,0,a4,1,255
82e4bb95e5aea6e5a4,1,0,a7,1,255
82e4bb96,2,0,e6,2,255
82e4bb96e6,2,0,97,2,255
82e4bb96e697,1,0,a5,1,255
82e4bb96e697a5,1,0,ef,1,255
82e4bb96e697a5ef,1,0,bc,1,255
82e4bb96e697a5efbc,1,0,8c,1,255
82e4bba4,10,1.52193,e4,4,253
82e4bba4e4,4,0,ba,4,255
82e4bba4e4ba,2,0,ba,2,255
82e4bba4e4baba,2,1,e4,1,254
82e4bba4e4babae4,1,0,bb,1,255
82e4bba4e4babae4bb,1,0,a5,1,255
82e4bba4e4babae7,1,0,89,1,255
82e4bba4e4babae789,1,0,bd,1,255
82e4bba4e5,2,0,a9,2,255
82e4bba4e5a9,1,0,a2,1,255
82e4bba4e5a9a2,1,0,e5,1,255
82e4bba4e5a9a2e5,1,0,9b,1,255
82e4bba4e5a9a2e59b,1,0,9b,1,255
82e4bba4e6,4,1,96,2,254
82e4bba4e696,1,0,ab,1,255
82e4bba4e696ab,1,0,e4,1,255
82e4bba4e696abe4,1,0,b9,1,255
82e4bba4e696abe4b9,1,0,8b,1,255
82e4bba4e697,1,0,a2,1,255
82e4bba4e697a2,1,0,e8,1,255
82e4bba4e697a2e8,1,0,87,1,255
82e4bba4e697a2e887,1,0,b3,1,255
82e4bba5,16,1.75,e5,8,252
82e4bba5e2,2,0,96,2,255
82e4bba5e296,1,0,a1,1,255
82e4bba5e296a1,1,0,e6,1,255
82e4bba5e296a1e6,1,0,96,1,255
82e4bba5e296a1e696,1,0,ab,1,255
82e4bba5e5,8,2,88,2,252
82e4bba5e588,1,0,80,1,255
82e4bba5e58880,1,0,e6,1,255
82e4bba5e58880e6,1,0,96,1,255
82e4bba5e58880e696,1,0,ab,1,255
82e4bba5e591,1,0,8a,1,255
82e4bba5e5918a,1,0,e5,1,255
82e4bba5e5918ae5,1,0,a7,1,255
82e4bba5e5918ae5a7,1,0,91,1,255
82e4bba5e595,1,0,8f,1,255
82e4bba5e5958f,1,0,e9,1,255
82e4bba5e5958fe9,1,0,ae,1,255
82e4bba5e5958fe9ae,1,0,91,1,255
82e4bba5e5a9,1,0,a6,1,255
82e4bba5e5a9a6,1,0,e4,1,255
82e4bba5e5a9a6e4,1,0,bb,1,255
82e4bba5e5a9a6e4bb,1,0,98,1,255
82e4bba5e6,2,0,9c,2,255
82e4bba5e69c,1,0,b1,1,255
82e4bba5e69cb1,1,0,e6,1,255
82e4bba5e69cb1e6,1,0,89,1,255
82e4bba5e69cb1e689,1,0,93,1,255
82e4bba5e7,4,1,89,2,254
82e4bba5e789,1,0,a9,1,255
82e4bba5e789a9,1,0,e6,1,255
82e4bba5e789a9e6,1,0,93,1,255
82e4bba5e789a9e693,1,0,8a,1,255
82e4bba5e799,1,0,bd,1,255
82e4bba5e799bd,1,0,e7,1,255
82e4bba5e799bde7,1,0,8e,1,255
82e4bba5e799bde78e,1,0,8b,1,255
82e4bbb0,2,0,e8,2,255
82e4bbb0e8,2,0,a6,2,255
82e4bbb0e8a6,1,0,8b,1,255
82e4bbb0e8a68b,1,0,e5,1,255
82e4bbb0e8a68be5,1,0,b0,1,255
82e4bbb0e8a68be5b0,1,0,84,1,255
82e4bbb2,4,0,e6,4,255
82e4bbb2e6,4,0,96,4,255
82e4bbb2e696,2,0,87,2,255
82e4bbb2e69687,2,1,e5,1,254
82e4bbb2e69687e5,1,0,a4,1,255
82e4bbb2e69687e5a4,1,0,a7,1,255
82e4bbb2e69687e6,1,0,83,1,255
82e4bbb2e69687e683,1,0,8a,1,255
82e4bc,14,0.863121,af,10,254
82e4bcaf,10,1.52193,e5,4,253
82e4bcafe5,4,0,a4,4,255
82e4bcafe5a4,2,0,b7,2,255
82e4bcafe5a4b7,2,1,e5,1,254
82e4bcafe5a4b7e5,1,0,af,1,255
82e4bcafe5a4b7e5af,1,0,86,1,255
82e4bcafe5a4b7e6,1,0,80,1,255
82e4bcafe5a4b7e680,1,0,80,1,255
82e4bcafe8,2,0,a3,2,255
82e4bcafe8a3,1,0,98,1,255
82e4bcafe8a398,1,0,e4,1,255
82e4bcafe8a398e4,1,0,b9,1,255
82e4bcafe8a398e4b9,1,0,83,1,255
82e4bcafe9,4,0,99,4,255
82e4bcafe999,2,0,bd,2,255
82e4bcafe999bd,2,1,e5,1,254
82e4bcafe999bde5,1,0,a9,1,255
82e4bcafe999bde5a9,1,0,a6,1,255
82e4bcafe999bde6,1,0,9b,1,255
82e4bcafe999bde69b,1,0,b0,1,255
82e4bcba,4,1,0a,2,254
82e4bcba0a,2,0,e5,2,255
82e4bcba0ae5,1,0,82,1,255
82e4bcba0ae582,1,0,8d,1,255
82e4bcba0ae5828d,1,0,e7,1,255
82e4bcba0ae5828de7,1,0,84,1,255
82e4bcbae8,2,0,a7,2,255
82e4bcbae8a7,1,0,80,1,255
82e4bcbae8a780,1,0,ef,1,255
82e4bcbae8a780ef,1,0,bc,1,255
82e4bcbae8a780efbc,1,0,8c,1,255
82e4bd,18,1.83659,95,8,252
82e4bd86,4,1,e6,2,254
82e4bd86e6,2,0,8a,2,255
82e4bd86e68a,1,0,95,1,255
82e4bd86e68a95,1,0,e8,1,255
82e4bd86e68a95e8,1,0,ba,1,255
82e4bd86e68a95e8ba,1,0,ab,1,255
82e4bd86e8,2,0,a6,2,255
82e4bd86e8a6,1,0,8b,1,255
82e4bd86e8a68b,1,0,e5,1,255
82e4bd86e8a68be5,1,0,b0,1,255
82e4bd86e8a68be5b0,1,0,87,1,255
82e4bd95,8,1.5,e5,4,253
82e4bd95e5,4,1,b0,2,254
82e4bd95e5b0,1,0,8b,1,255
82e4bd95e5b08b,1,0,0a,1,255
82e4bd95e5b08b0a,1,0,e9,1,255
82e4bd95e5b08b0ae9,1,0,80,1,255
82e4bd95e5be,1,0,97,1,255
82e4bd95e5be97,1,0,e6,1,255
82e4bd95e5be97e6,1,0,b8,1,255
82e4bd95e5be97e6b8,1,0,a1,1,255
82e4bd95e6,2,0,98,2,255
82e4bd95e698,1,0,a7,1,255
82e4bd95e698a7,1,0,e5,1,255
82e4bd95e698a7e5,1,0,88,1,255
82e4bd95e698a7e588,1,0,a9,1,255
82e4bd95e9,2,0,81,2,255
82e4bd95e981,1,0,82,1,255
82e4bd95e98182,1,0,e5,1,255
82e4bd95e98182e5,1,0,a2,1,255
82e4bd95e98182e5a2,1,0,be,1,255
82e4bd9c,2,0,e7,2,255
82e4bd9ce7,2,0,be,2,255
82e4bd9ce7be,1,0,8a,1,255
82e4bd9ce7be8a,1,0,e9,1,255
82e4bd9ce7be8ae9,1,0,b3,1,255
82e4bd9ce7be8ae9b3,1,0,b4,1,255
82e4bdbf,4,0,e4,4,255
82e4bdbfe4,4,0,ba,4,255
82e4bdbfe4ba,2,0,ba,2,255
82e4bdbfe4baba,2,1,e5,1,254
82e4bdbfe4babae5,1,0,80,1,255
82e4bdbfe4babae580,1,0,99,1,255
82e4bdbfe4babae8,1,0,a7,1,255
82e4bdbfe4babae8a7,1,0,a3,1,255
82e4be,8,0,bf,8,255
82e4bebf,8,1.5,e8,4,253
82e4bebfe5,2,0,a5,2,255
82e4bebfe5a5,1,0,aa,1,255
82e4bebfe5a5aa,1,0,e5,1,255
82e4bebfe5a5aae5,1,0,8f,1,255
82e4bebfe5a5aae58f,1,0,96,1,255
82e4bebfe8,4,1,88,2,254
82e4bebfe888,1,0,8d,1,255
82e4bebfe8888d,1,0,e8,1,255
82e4bebfe8888de8,1,0,88,1,255
82e4bebfe8888de888,1,0,9f,1,255
82e4bebfe8a6,1,0,81,1,255
82e4bebfe8a681,1,0,e9,1,255
82e4bebfe8a681e9,1,0,82,1,255
82e4bebfe8a681e982,1,0,84,1,255
82e4bebfe9,2,0,82,2,255
82e4bebfe982,1,0,84,1,255
82e4bebfe98284,1,0,e5,1,255
82e4bebfe98284e5,1,0,8f,1,255
82e4bebfe98284e58f,1,0,96,1,255
82e4bf,14,0.863121,84,10,254
82e4bf84,10,1.52193,e6,4,253
82e4bf84e6,4,1,8b,2,254
82e4bf84e68b,1,0,9c,1,255
82e4bf84e68b9c,1,0,e8,1,255
82e4bf84e68b9ce8,1,0,8d,1,255
82e4bf84e68b9ce88d,1,0,8a,1,255
82e4bf84e69c,1,0,89,1,255
82e4bf84e69c89,1,0,e4,1,255
82e4bf84e69c89e4,1,0,b8,1,255
82e4bf84e69c89e4b8,1,0,80,1,255
82e4bf84e8,4,0,80,4,255
82e4bf84e880,2,0,8c,2,255
82e4bf84e8808c,2,1,e5,1,254
82e4bf84e8808ce5,1,0,8a,1,255
82e4bf84e8808ce58a,1,0,89,1,255
82e4bf84e8808ce6,1,0,80,1,255
82e4bf84e8808ce680,1,0,80,1,255
82e4bf84e9,2,0,a0,2,255
82e4bf84e9a0,1,0,83,1,255
82e4bf84e9a083,1,0,e8,1,255
82e4bf84e9a083e8,1,0,80,1,255
82e4bf84e9a083e880,1,0,8c,1,255
82e4bfb1,4,1,e5,2,254
82e4bfb1e5,2,0,8e,2,255
82e4bfb1e58e,1,0,bb,1,255
82e4bfb1e58ebb,1,0,ef,1,255
82e4bfb1e58ebbef,1,0,bc,1,255
82e4bfb1e58ebbefbc,1,0,8c,1,255
82e4bfb1e8,2,0,87,2,255
82e4bfb1e887,1,0,b3,1,255
82e4bfb1e887b3,1,0,e5,1,255
82e4bfb1e887b3e5,1,0,a2,1,255
82e4bfb1e887b3e5a2,1,0,93,1,255
82e5,744,4.82465,be,108,205
82e580,2,0,bc,2,255
82e580bc,2,0,e5,2,255
82e580bce5,2,0,b9,2,255
82e580bce5b9,1,0,b8,1,255
82e580bce5b9b8,1,0,e9,1,255
82e580bce5b9b8e9,1,0,9d,1,255
82e580bce5b9b8e99d,1,0,88,1,255
82e581,4,0,9c,4,255
82e5819c,4,1,e4,2,254
82e5819ce4,2,0,b8,2,255
82e5819ce4b8,1,0,80,1,255
82e5819ce4b880,1,0,e5,1,255
82e5819ce4b880e5,1,0,b9,1,255
82e5819ce4b880e5b9,1,0,b4,1,255
82e5819ce6,2,0,95,2,255
82e5819ce695,1,0,b8,1,255
82e5819ce695b8,1,0,e6,1,255
82e5819ce695b8e6,1,0,97,1,255
82e5819ce695b8e697,1,0,a5,1,255
82e584,2,0,bf,2,255
82e584bf,2,0,e5,2,255
82e584bfe5,2,0,90,2,255
82e584bfe590,1,0,8d,1,255
82e584bfe5908d,1,0,e9,1,255
82e584bfe5908de9,1,0,a6,1,255
82e584bfe5908de9a6,1,0,ac,1,255
82e585,74,2.03061,b6,44,247
82e58583,2,0,e5,2,255
82e58583e5,2,0,98,2,255
82e58583e598,1,0,89,1,255
82e58583e59889,1,0,e4,1,255
82e58583e59889e4,1,0,ba,1,255
82e58583e59889e4ba,1,0,8c,1,255
82e58588,4,0,e8,4,255
82e58588e8,4,1,88,2,254
82e58588e888,1,0,87,1,255
82e58588e88887,1,0,e5,1,255
82e58588e88887e5,1,0,90,1,255
82e58588e88887e590,1,0,9b,1,255
82e58588e891,1,0,97,1,255
82e58588e89197,1,0,e9,1,255
82e58588e89197e9,1,0,8a,1,255
82e58588e89197e98a,1,0,80,1,255
82e585a5,4,1,e5,2,254
82e585a5e5,2,0,bb,2,255
82e585a5e5bb,1,0,a8,1,255
82e585a5e5bba8,1,0,e4,1,255
82e585a5e5bba8e4,1,0,b8,1,255
82e585a5e5bba8e4b8,1,0,ad,1,255
82e585a5e7,2,0,b4,2,255
82e585a5e7b4,1,0,ab,1,255
82e585a5e7b4ab,1,0,e5,1,255
82e585a5e7b4abe5,1,0,be,1,255
82e585a5e7b4abe5be,1,0,ae,1,255
82e585a7,2,0,e6,2,255
82e585a7e6,2,0,9c,2,255
82e585a7e69c,1,0,89,1,255
82e585a7e69c89,1,0,e6,1,255
82e585a7e69c89e6,1,0,95,1,255
82e585a7e69c89e695,1,0,b8,1,255
82e585a8,2,0,e5,2,255
82e585a8e5,2,0,ae,2,255
82e585a8e5ae,1,0,b6,1,255
82e585a8e5aeb6,1,0,0a,1,255
82e585a8e5aeb60a,1,0,e4,1,255
82e585a8e5aeb60ae4,1,0,ba,1,255
82e585ac,12,1.25163,e5,8,253
82e585ace4,2,0,bb,2,255
82e585ace4bb,1,0,98,1,255
82e585ace4bb98,1,0,e5,1,255
82e585ace4bb98e5,1,0,bb,1,255
82e585ace4bb98e5bb,1,0,9a,1,255
82e585ace5,8,1.5,98,4,253
82e585ace584,1,0,bf,1,255
82e585ace584bf,1,0,e4,1,255
82e585ace584bfe4,1,0,b8,1,255
82e585ace584bfe4b8,1,0,8d,1,255
82e585ace58b,1,0,bf,1,255
82e585ace58bbf,1,0,e5,1,255
82e585ace58bbfe5,1,0,a4,1,255
82e585ace58bbfe5a4,1,0,8d,1,255
82e585ace598,2,1,86,1,254
82e585ace59886,1,0,e6,1,255
82e585ace59886e6,1,0,9b,1,255
82e585ace59886e69b,1,0,b0,1,255
82e585ace59897,1,0,e4,1,255
82e585ace59897e4,1,0,bb,1,255
82e585ace59897e4bb,1,0,a4,1,255
82e585ace8,2,0,81,2,255
82e585ace881,1,0,9e,1,255
82e585ace8819e,1,0,e8,1,255
82e585ace8819ee8,1,0,80,1,255
82e585ace8819ee880,1,0,8c,1,255
82e585b1,2,0,e6,2,255
82e585b1e6,2,0,93,2,255
82e585b1e693,1,0,8a,1,255
82e585b1e6938a,1,0,e4,1,255
82e585b1e6938ae4,1,0,b9,1,255
82e585b1e6938ae4b9,1,0,8b,1,255
82e585b6,44,2.06266,e5,20,250
82e585b60a,2,0,e4,2,255
82e585b60ae4,1,0,ba,1,255
82e585b60ae4ba,1,0,ba,1,255
82e585b60ae4baba,1,0,e6,1,255
82e585b60ae4babae6,1,0,80,1,255
82e585b6e4,4,0,ba,4,255
82e585b6e4ba,2,0,ba,2,255
82e585b6e4baba,2,1,e5,1,254
82e585b6e4babae5,1,0,91,1,255
82e585b6e4babae591,1,0,bd,1,255
82e585b6e4babae8,1,0,be,1,255
82e585b6e4babae8be,1,0,ad,1,255
82e585b6e5,20,2.72193,a4,4,249
82e585b6e588,1,0,80,1,255
82e585b6e58880,1,0,e9,1,255
82e585b6e58880e9,1,0,ac,1,255
82e585b6e58880e9ac,1,0,bc,1,255
82e585b6e590,1,0,8c,1,255
82e585b6e5908c,1,0,e8,1,255
82e585b6e5908ce8,1,0,a1,1,255
82e585b6e5908ce8a1,1,0,8c,1,255
82e585b6e5a3,1,0,81,1,255
82e585b6e5a381,1,0,e5,1,255
82e585b6e5a381e5,1,0,85,1,255
82e585b6e5a381e585,1,0,88,1,255
82e585b6e5a4,2,0,9c,2,255
82e585b6e5a49c,2,1,e5,1,254
82e585b6e5a49ce5,1,0,a4,1,255
82e585b6e5a49ce5a4,1,0,a7,1,255
82e585b6e5a49cef,1,0,bc,1,255
82e585b6e5a49cefbc,1,0,8c,1,255
82e585b6e5a9,2,0,a6,2,255
82e585b6e5a9a6,2,1,e5,1,254
82e585b6e5a9a6e5,1,0,ae,1,255
82e585b6e5a9a6e5ae,1,0,88,1,255
82e585b6e5a9a6e7,1,0,a7,1,255
82e585b6e5a9a6e7a7,1,0,a6,1,255
82e585b6e5ad,2,1,90,1,254
82e585b6e5ad90,1,0,e6,1,255
82e585b6e5ad90e6,1,0,9b,1,255
82e585b6e5ad90e69b,1,0,b0,1,255
82e585b6e5adab,1,0,e6,1,255
82e585b6e5adabe6,1,0,98,1,255
82e585b6e5adabe698,1,0,8f,1,255
82e585b6e5bc,1,0,9f,1,255
82e585b6e5bc9f,1,0,e5,1,255
82e585b6e5bc9fe5,1,0,be,1,255
82e585b6e5bc9fe5be,1,0,97,1,255
82e585b6e6,12,1.45915,af,6,253
82e585b6e697,1,0,a5,1,255
82e585b6e697a5,1,0,ef,1,255
82e585b6e697a5ef,1,0,bc,1,255
82e585b6e697a5efbc,1,0,8c,1,255
82e585b6e69a,2,0,ae,2,255
82e585b6e69aae,2,0,e5,2,255
82e585b6e69aaee5,2,0,a4,2,255
82e585b6e69aaee5a4,2,1,8d,1,254
82e585b6e6af,3,0,8d,3,255
82e585b6e6af8d,3,0.918296,e5,2,254
82e585b6e6af8de5,2,1,8f,1,254
82e585b6e6af8de58f,1,0,96,1,255
82e585b6e6af8de5a7,1,0,8b,1,255
82e585b6e6af8de8,1,0,81,1,255
82e585b6e6af8de881,1,0,9e,1,255
82e585b6e7,2,0,a5,2,255
82e585b6e7a5,1,0,9e,1,255
82e585b6e7a59e,1,0,e7,1,255
82e585b6e7a59ee7,1,0,8c,1,255
