prefix,total_count,entropy,max_byte,max_count,nz
88b2e3,6,0,80,6,255
88b2e380,6,0,82,6,255
88b2e38082,6,0.918296,e6,4,254
88b2e38082e6,2,1,99,1,254
88b2e38082e699,1,0,82,1,255
88b2e38082e69982,1,0,e6,1,255
88b2e38082e69982e6,1,0,9c,1,255
88b2e38082e69d,1,0,9c,1,255
88b2e38082e69d9c,1,0,e2,1,255
88b2e38082e69d9ce2,1,0,96,1,255
88b2e38082e9,1,0,81,1,255
88b2e38082e981,1,0,99,1,255
88b2e38082e98199,1,0,e8,1,255
88b2e38082e98199e8,1,0,a6,1,255
88b2ef,2,0,bc,2,255
88b2efbc,2,0,8c,2,255
88b2efbc8c,2,0,e6,2,255
88b2efbc8ce6,1,0,b3,1,255
88b2efbc8ce6b3,1,0,89,1,255
88b2efbc8ce6b389,1,0,e6,1,255
88b2efbc8ce6b389e6,1,0,95,1,255
88b4,4,1,0a,2,254
88b40a,2,0,e4,2,255
88b40ae4,2,0,b8,2,255
88b40ae4b8,2,0,8b,2,255
88b40ae4b88b,1,0,e5,1,255
88b40ae4b88be5,1,0,b0,1,255
88b40ae4b88be5b0,1,0,8d,1,255
88b40ae4b88be5b08d,1,0,e6,1,255
88b4e4,2,0,b8,2,255
88b4e4b8,2,0,8b,2,255
88b4e4b88b,2,0,ef,2,255
88b4e4b88bef,1,0,bc,1,255
88b4e4b88befbc,1,0,8c,1,255
88b4e4b88befbc8c,1,0,e9,1,255
88b4e4b88befbc8ce9,1,0,88,1,255
88b6,68,2.73664,e6,22,248
88b60a,2,0,e4,2,255
88b60ae4,2,0,be,2,255
88b60ae4be,2,0,bf,2,255
88b60ae4bebf,1,0,e8,1,255
88b60ae4bebfe8,1,0,b2,1,255
88b60ae4bebfe8b2,1,0,b7,1,255
88b60ae4bebfe8b2b7,1,0,e5,1,255
88b6e3,6,0,80,6,255
88b6e380,6,0,82,6,255
88b6e38082,6,0.918296,e5,4,254
88b6e38082e3,1,0,80,1,255
88b6e38082e380,1,0,8d,1,255
88b6e38082e3808d,1,0,e5,1,255
88b6e38082e3808de5,1,0,b0,1,255
88b6e38082e5,2,1,8a,1,254
88b6e38082e58a,1,0,89,1,255
88b6e38082e58a89,1,0,e5,1,255
88b6e38082e58a89e5,1,0,85,1,255
88b6e38082e5ae,1,0,b6,1,255
88b6e38082e5aeb6,1,0,e4,1,255
88b6e38082e5aeb6e4,1,0,ba,1,255
88b6e4,8,1.5,b9,4,253
88b6e4b8,2,0,ad,2,255
88b6e4b8ad,2,0,e6,2,255
88b6e4b8ade6,1,0,9c,1,255
88b6e4b8ade69c,1,0,89,1,255
88b6e4b8ade69c89,1,0,e9,1,255
88b6e4b8ade69c89e9,1,0,a3,1,255
88b6e4b9,4,1,83,2,254
88b6e4b983,2,0,e8,2,255
88b6e4b983e8,1,0,a8,1,255
88b6e4b983e8a8,1,0,80,1,255
88b6e4b983e8a880,1,0,e6,1,255
88b6e4b983e8a880e6,1,0,9b,1,255
88b6e4b98b,2,0,e4,2,255
88b6e4b98be4,1,0,b9,1,255
88b6e4b98be4b9,1,0,9f,1,255
88b6e4b98be4b99f,1,0,e3,1,255
88b6e4b98be4b99fe3,1,0,80,1,255
88b6e4bb,2,0,a5,2,255
88b6e4bba5,2,0,e6,2,255
88b6e4bba5e6,1,0,a5,1,255
88b6e4bba5e6a5,1,0,ab,1,255
88b6e4bba5e6a5ab,1,0,e6,1,255
88b6e4bba5e6a5abe6,1,0,a3,1,255
88b6e5,6,1.58496,87,2,253
88b6e587,2,0,ba,2,255
88b6e587ba,2,0,e3,2,255
88b6e587bae3,1,0,80,1,255
88b6e587bae380,1,0,82,1,255
88b6e587bae38082,1,0,e6,1,255
88b6e587bae38082e6,1,0,98,1,255
88b6e5ad,2,0,90,2,255
88b6e5ad90,2,0,e7,2,255
88b6e5ad90e7,1,0,82,1,255
88b6e5ad90e782,1,0,ba,1,255
88b6e5ad90e782ba,1,0,e6,1,255
88b6e5ad90e782bae6,1,0,a1,1,255
88b6e5b8,2,0,b8,2,255
88b6e5b8b8,2,0,e8,2,255
88b6e5b8b8e8,1,0,87,1,255
88b6e5b8b8e887,1,0,b4,1,255
88b6e5b8b8e887b4,1,0,0a,1,255
88b6e5b8b8e887b40a,1,0,e9,1,255
88b6e6,22,0.865857,af,18,253
88b6e684,2,0,89,2,255
88b6e68489,2,0,e4,2,255
88b6e68489e4,1,0,b9,1,255
88b6e68489e4b9,1,0,8b,1,255
88b6e68489e4b98b,1,0,e8,1,255
88b6e68489e4b98be8,1,0,ac,1,255
88b6e69e,2,0,90,2,255
88b6e69e90,2,0,e8,2,255
88b6e69e90e8,1,0,96,1,255
88b6e69e90e896,1,0,aa,1,255
88b6e69e90e896aa,1,0,e6,1,255
88b6e69e90e896aae6,1,0,96,1,255
88b6e6af,18,0,8d,18,255
88b6e6af8d,18,2.11328,e5,6,251
88b6e6af8de3,1,0,80,1,255
88b6e6af8de380,1,0,82,1,255
88b6e6af8de38082,1,0,e3,1,255
88b6e6af8de38082e3,1,0,80,1,255
88b6e6af8de5,3,1.58496,82,1,253
88b6e6af8de582,1,0,8d,1,255
88b6e6af8de5828d,1,0,e8,1,255
88b6e6af8de5828de8,1,0,87,1,255
88b6e6af8de595,1,0,8f,1,255
88b6e6af8de5958f,1,0,e4,1,255
88b6e6af8de5958fe4,1,0,b9,1,255
88b6e6af8de5be,1,0,9e,1,255
88b6e6af8de5be9e,1,0,e4,1,255
88b6e6af8de5be9ee4,1,0,b9,1,255
88b6e6af8de6,1,0,9b,1,255
88b6e6af8de69b,1,0,b0,1,255
88b6e6af8de69bb0,1,0,ef,1,255
88b6e6af8de69bb0ef,1,0,bc,1,255
88b6e6af8de7,3,1.58496,87,1,253
88b6e6af8de787,1,0,83,1,255
88b6e6af8de78783,1,0,e7,1,255
88b6e6af8de78783e7,1,0,81,1,255
88b6e6af8de788,1,0,be,1,255
88b6e6af8de788be,1,0,e3,1,255
88b6e6af8de788bee3,1,0,80,1,255
88b6e6af8de7b5,1,0,82,1,255
88b6e6af8de7b582,1,0,ef,1,255
88b6e6af8de7b582ef,1,0,bc,1,255
88b6e6af8def,1,0,bc,1,255
88b6e6af8defbc,1,0,8c,1,255
88b6e6af8defbc8c,1,0,e7,1,255
88b6e6af8defbc8ce7,1,0,84,1,255
88b6e7,6,1.58496,82,2,253
88b6e782,2,0,ba,2,255
88b6e782ba,2,0,e4,2,255
88b6e782bae4,1,0,ba,1,255
88b6e782bae4ba,1,0,ba,1,255
88b6e782bae4baba,1,0,e4,1,255
88b6e782bae4babae4,1,0,b8,1,255
88b6e791,2,0,a9,2,255
88b6e791a9,2,0,ef,2,255
88b6e791a9ef,1,0,bc,1,255
88b6e791a9efbc,1,0,8c,1,255
88b6e791a9efbc8c,1,0,e6,1,255
88b6e791a9efbc8ce6,1,0,9c,1,255
88b6e79b,2,0,b8,2,255
88b6e79bb8,2,0,e6,2,255
88b6e79bb8e6,1,0,89,1,255
88b6e79bb8e689,1,0,98,1,255
88b6e79bb8e68998,1,0,e3,1,255
88b6e79bb8e68998e3,1,0,80,1,255
88b6e8,8,2,80,2,252
88b6e880,2,0,81,2,255
88b6e88081,2,0,e7,2,255
88b6e88081e7,1,0,9b,1,255
88b6e88081e79b,1,0,b8,1,255
88b6e88081e79bb8,1,0,e5,1,255
88b6e88081e79bb8e5,1,0,82,1,255
88b6e888,2,0,b9,2,255
88b6e888b9,2,0,e3,2,255
88b6e888b9e3,1,0,80,1,255
88b6e888b9e380,1,0,82,1,255
88b6e888b9e38082,1,0,e5,1,255
88b6e888b9e38082e5,1,0,98,1,255
88b6e891,2,0,ac,2,255
88b6e891ac,2,0,e6,2,255
88b6e891ace6,1,0,99,1,255
88b6e891ace699,1,0,82,1,255
88b6e891ace69982,1,0,ef,1,255
88b6e891ace69982ef,1,0,bc,1,255
88b6e8a6,2,0,96,2,255
88b6e8a696,2,0,e4,2,255
88b6e8a696e4,1,0,b9,1,255
88b6e8a696e4b9,1,0,8b,1,255
88b6e8a696e4b98b,1,0,ef,1,255
88b6e8a696e4b98bef,1,0,bc,1,255
88b6ef,10,0,bc,10,255
88b6efbc,10,0,8c,10,255
88b6efbc8c,10,1.52193,e5,4,253
88b6efbc8ce5,2,1,a4,1,254
88b6efbc8ce5a4,1,0,a7,1,255
88b6efbc8ce5a4a7,1,0,e5,1,255
88b6efbc8ce5a4a7e5,1,0,b0,1,255
88b6efbc8ce5bf,1,0,bd,1,255
88b6efbc8ce5bfbd,1,0,e6,1,255
88b6efbc8ce5bfbde6,1,0,9c,1,255
88b6efbc8ce8,1,0,a6,1,255
88b6efbc8ce8a6,1,0,86,1,255
88b6efbc8ce8a686,1,0,e5,1,255
88b6efbc8ce8a686e5,1,0,9c,1,255
88b6efbc8ce9,2,1,a0,1,254
88b6efbc8ce9a0,1,0,88,1,255
88b6efbc8ce9a088,1,0,e7,1,255
88b6efbc8ce9a088e7,1,0,84,1,255
88b6efbc8ce9ac,1,0,bc,1,255
88b6efbc8ce9acbc,1,0,e4,1,255
88b6efbc8ce9acbce4,1,0,be,1,255
88b9,48,2.4398,ef,12,250
88b9e3,10,0,80,10,255
88b9e380,10,0,82,10,255
88b9e38082,10,1.92193,e3,4,252
88b9e38082e3,2,0,80,2,255
88b9e38082e380,2,0,8d,2,255
88b9e38082e3808d,2,0,e6,2,255
88b9e38082e3808de6,2,1,ac,1,254
88b9e38082e5,1,0,98,1,255
88b9e38082e598,1,0,97,1,255
88b9e38082e59897,1,0,e6,1,255
88b9e38082e59897e6,1,0,9c,1,255
88b9e38082e8,1,0,b5,1,255
88b9e38082e8b5,1,0,ad,1,255
88b9e38082e8b5ad,1,0,e5,1,255
88b9e38082e8b5ade5,1,0,8d,1,255
88b9e38082e9,1,0,a0,1,255
88b9e38082e9a0,1,0,88,1,255
88b9e38082e9a088,1,0,e8,1,255
88b9e38082e9a088e8,1,0,87,1,255
88b9e4,8,1.5,be,4,253
88b9e4b8,2,0,ad,2,255
88b9e4b8ad,2,0,e3,2,255
88b9e4b8ade3,1,0,80,1,255
88b9e4b8ade380,1,0,82,1,255
88b9e4b8ade38082,1,0,e7,1,255
88b9e4b8ade38082e7,1,0,a0,1,255
88b9e4ba,2,0,ba,2,255
88b9e4baba,2,0,0a,2,255
88b9e4baba0a,1,0,e6,1,255
88b9e4baba0ae6,1,0,9b,1,255
88b9e4baba0ae69b,1,0,b0,1,255
88b9e4baba0ae69bb0,1,0,ef,1,255
88b9e4be,4,1,86,2,254
88b9e4be86,2,0,ef,2,255
88b9e4be86ef,1,0,bc,1,255
88b9e4be86efbc,1,0,8c,1,255
88b9e4be86efbc8c,1,0,e4,1,255
88b9e4be86efbc8ce4,1,0,b8,1,255
88b9e4bebf,2,0,e9,2,255
88b9e4bebfe9,1,0,96,1,255
88b9e4bebfe996,1,0,89,1,255
88b9e4bebfe99689,1,0,e9,1,255
88b9e4bebfe99689e9,1,0,b3,1,255
88b9e5,10,1.92193,8e,4,252
88b9e58e,4,0,bb,4,255
88b9e58ebb,4,0,e3,4,255
88b9e58ebbe3,2,0,80,2,255
88b9e58ebbe380,2,0,82,2,255
88b9e58ebbe38082,2,1,e3,1,254
88b9e58ebbe38082e3,1,0,80,1,255
88b9e58ebbe38082e7,1,0,9b,1,255
88b9e58f,2,0,96,2,255
88b9e58f96,2,0,e6,2,255
88b9e58f96e6,1,0,a8,1,255
88b9e58f96e6a8,1,0,b5,1,255
88b9e58f96e6a8b5,1,0,ef,1,255
88b9e58f96e6a8b5ef,1,0,bc,1,255
88b9e5a6,2,0,82,2,255
88b9e5a682,2,0,e9,2,255
88b9e5a682e9,1,0,a3,1,255
88b9e5a682e9a3,1,0,9b,1,255
88b9e5a682e9a39b,1,0,ef,1,255
88b9e5a682e9a39bef,1,0,bc,1,255
88b9e5be,2,0,80,2,255
88b9e5be80,2,0,e6,2,255
88b9e5be80e6,1,0,99,1,255
88b9e5be80e699,1,0,89,1,255
88b9e5be80e69989,1,0,e9,1,255
88b9e5be80e69989e9,1,0,99,1,255
88b9e7,2,0,b3,2,255
88b9e7b3,2,0,bb,2,255
88b9e7b3bb,2,0,e4,2,255
88b9e7b3bbe4,1,0,b9,1,255
88b9e7b3bbe4b9,1,0,8b,1,255
88b9e7b3bbe4b98b,1,0,ef,1,255
88b9e7b3bbe4b98bef,1,0,bc,1,255
88b9e8,6,1.58496,a1,2,253
88b9e8a1,2,0,8c,2,255
88b9e8a18c,2,0,e6,2,255
88b9e8a18ce6,1,0,99,1,255
88b9e8a18ce699,1,0,82,1,255
88b9e8a18ce69982,1,0,e5,1,255
88b9e8a18ce69982e5,1,0,a4,1,255
88b9e8a6,2,0,86,2,255
88b9e8a686,2,0,e6,2,255
88b9e8a686e6,1,0,96,1,255
88b9e8a686e696,1,0,bc,1,255
88b9e8a686e696bc,1,0,e6,1,255
88b9e8a686e696bce6,1,0,ad,1,255
88b9e8bc,2,0,89,2,255
88b9e8bc89,2,0,e4,2,255
88b9e8bc89e4,1,0,b9,1,255
88b9e8bc89e4b9,1,0,8b,1,255
88b9e8bc89e4b98b,1,0,e3,1,255
88b9e8bc89e4b98be3,1,0,80,1,255
88b9ef,12,0,bc,12,255
88b9efbc,12,0.650022,8c,10,254
88b9efbc8c,10,1.52193,e4,4,253
88b9efbc8ce4,2,1,b8,1,254
88b9efbc8ce4b8,1,0,8d,1,255
88b9efbc8ce4b88d,1,0,e8,1,255
88b9efbc8ce4b88de8,1,0,88,1,255
88b9efbc8ce4be,1,0,bf,1,255
88b9efbc8ce4bebf,1,0,e6,1,255
88b9efbc8ce4bebfe6,1,0,89,1,255
88b9efbc8ce6,1,0,bc,1,255
88b9efbc8ce6bc,1,0,81,1,255
88b9efbc8ce6bc81,1,0,e7,1,255
88b9efbc8ce6bc81e7,1,0,88,1,255
88b9efbc8ce9,2,0,81,2,255
88b9efbc8ce981,2,1,8e,1,254
88b9efbc8ce9818e,1,0,e4,1,255
88b9efbc8ce9818ee4,1,0,b8,1,255
88b9efbc8ce9819c,1,0,e4,1,255
88b9efbc8ce9819ce4,1,0,be,1,255
88b9efbc9f,2,0,0a,2,255
88b9efbc9f0a,1,0,e3,1,255
88b9efbc9f0ae3,1,0,80,1,255
88b9efbc9f0ae380,1,0,8d,1,255
88b9efbc9f0ae3808d,1,0,e9,1,255
88ba,18,0.986427,e5,14,253
88bae4,2,0,b9,2,255
88bae4b9,2,0,8b,2,255
88bae4b98b,2,0,e3,2,255
88bae4b98be3,1,0,80,1,255
88bae4b98be380,1,0,82,1,255
88bae4b98be38082,1,0,e5,1,255
88bae4b98be38082e5,1,0,88,1,255
88bae5,14,0,8f,14,255
88bae58f,14,0,b2,14,255
88bae58fb2,14,1.84237,ef,6,252
88bae58fb2e3,1,0,80,1,255
88bae58fb2e380,1,0,82,1,255
88bae58fb2e38082,1,0,e9,1,255
88bae58fb2e38082e9,1,0,a4,1,255
88bae58fb2e6,2,1,ae,1,254
88bae58fb2e6ae,1,0,b7,1,255
88bae58fb2e6aeb7,1,0,e4,1,255
88bae58fb2e6aeb7e4,1,0,bb,1,255
88bae58fb2e6af,1,0,9b,1,255
88bae58fb2e6af9b,1,0,e5,1,255
88bae58fb2e6af9be5,1,0,af,1,255
88bae58fb2e7,1,0,b4,1,255
88bae58fb2e7b4,1,0,a2,1,255
88bae58fb2e7b4a2,1,0,e9,1,255
88bae58fb2e7b4a2e9,1,0,81,1,255
88bae58fb2ef,3,0,bc,3,255
88bae58fb2efbc,3,0,8c,3,255
88bae58fb2efbc8c,3,1.58496,e4,1,253
88bae58fb2efbc8ce4,1,0,ba,1,255
88bae58fb2efbc8ce5,1,0,9d,1,255
88bae58fb2efbc8ce9,1,0,8e,1,255
88baef,2,0,bc,2,255
88baefbc,2,0,8c,2,255
88baefbc8c,2,0,e6,2,255
88baefbc8ce6,1,0,99,1,255
88baefbc8ce699,1,0,9d,1,255
88baefbc8ce6999d,1,0,e5,1,255
88baefbc8ce6999de5,1,0,a4,1,255
88be,52,1.73024,e3,26,252
88bee3,26,0,80,26,255
88bee380,26,0,82,26,255
88bee38082,26,1.45727,e3,14,253
88bee380820a,3,1.58496,0a,1,253
88bee380820a0a,1,0,e5,1,255
88bee380820a0ae5,1,0,bb,1,255
88bee380820a0ae5bb,1,0,ac,1,255
88bee380820ae3,1,0,80,1,255
88bee380820ae380,1,0,8d,1,255
88bee380820ae3808d,1,0,e5,1,255
88bee380820ae6,1,0,96,1,255
88bee380820ae696,1,0,bc,1,255
88bee380820ae696bc,1,0,e5,1,255
88bee38082e3,7,0,80,7,255
88bee38082e380,7,0,8d,7,255
88bee38082e3808d,7,1.84237,e5,3,252
88bee38082e3808de4,1,0,b9,1,255
88bee38082e3808de5,3,1.58496,8d,1,253
88bee38082e3808de6,2,1,96,1,254
88bee38082e3808de8,1,0,a9,1,255
88bee38082e5,3,1.58496,85,1,253
88bee38082e585,1,0,ac,1,255
88bee38082e585ac,1,0,e5,1,255
88bee38082e585ace5,1,0,8b,1,255
88bee38082e594,1,0,af,1,255
88bee38082e594af,1,0,e8,1,255
88bee38082e594afe8,1,0,a6,1,255
88bee38082e5be,1,0,97,1,255
88bee38082e5be97,1,0,e4,1,255
88bee38082e5be97e4,1,0,bb,1,255
88bee4,4,1,b9,2,254
88bee4b9,2,0,8b,2,255
88bee4b98b,2,0,e5,2,255
88bee4b98be5,1,0,be,1,255
88bee4b98be5be,1,0,8c,1,255
88bee4b98be5be8c,1,0,e9,1,255
88bee4b98be5be8ce9,1,0,81,1,255
88bee4be,2,0,bf,2,255
88bee4bebf,2,0,e4,2,255
88bee4bebfe4,1,0,b8,1,255
88bee4bebfe4b8,1,0,8d,1,255
88bee4bebfe4b88d,1,0,e7,1,255
88bee4bebfe4b88de7,1,0,9b,1,255
88bee5,12,1.25163,be,8,253
88bee587,2,0,ba,2,255
88bee587ba,2,0,e4,2,255
88bee587bae4,1,0,b8,1,255
88bee587bae4b8,1,0,89,1,255
88bee587bae4b889,1,0,e5,1,255
88bee587bae4b889e5,1,0,8d,1,255
88bee5a6,2,0,82,2,255
88bee5a682,2,0,e6,2,255
88bee5a682e6,1,0,ad,1,255
88bee5a682e6ad,1,0,a4,1,255
88bee5a682e6ada4,1,0,ef,1,255
88bee5a682e6ada4ef,1,0,bc,1,255
88bee5be,8,0,8c,8,255
88bee5be8c,8,2,e6,2,252
88bee5be8ce6,1,0,9d,1,255
88bee5be8ce69d,1,0,bf,1,255
88bee5be8ce69dbf,1,0,e5,1,255
88bee5be8ce69dbfe5,1,0,87,1,255
88bee5be8ce7,1,0,94,1,255
88bee5be8ce794,1,0,9f,1,255
88bee5be8ce7949f,1,0,e5,1,255
88bee5be8ce7949fe5,1,0,9b,1,255
88bee5be8ce8,1,0,87,1,255
88bee5be8ce887,1,0,aa,1,255
88bee5be8ce887aa,1,0,e7,1,255
88bee5be8ce887aae7,1,0,95,1,255
88bee5be8cef,1,0,bc,1,255
88bee5be8cefbc,1,0,8c,1,255
88bee5be8cefbc8c,1,0,e6,1,255
88bee5be8cefbc8ce6,1,0,95,1,255
88beef,10,0,bc,10,255
88beefbc,10,0.721928,8c,8,254
88beefbc8c,8,1.5,e5,4,253
88beefbc8c0a,1,0,e9,1,255
88beefbc8c0ae9,1,0,9d,1,255
88beefbc8c0ae99d,1,0,9e,1,255
88beefbc8c0ae99d9e,1,0,e5,1,255
88beefbc8ce5,2,1,8d,1,254
88beefbc8ce58d,1,0,b3,1,255
88beefbc8ce58db3,1,0,e5,1,255
88beefbc8ce58db3e5,1,0,8f,1,255
88beefbc8ce58f,1,0,af,1,255
88beefbc8ce58faf,1,0,e9,1,255
88beefbc8ce58fafe9,1,0,96,1,255
88beefbc8ce6,1,0,9c,1,255
88beefbc8ce69c,1,0,9b,1,255
88beefbc8ce69c9b,1,0,e5,1,255
88beefbc8ce69c9be5,1,0,90,1,255
88beefbc9f,2,0,e3,2,255
88beefbc9fe3,1,0,80,1,255
88beefbc9fe380,1,0,8d,1,255
88beefbc9fe3808d,1,0,0a,1,255
88beefbc9fe3808d0a,1,0,e4,1,255
88bf,4,1,0a,2,254
88bf0a,2,0,e5,2,255
88bf0ae5,2,0,b8,2,255
88bf0ae5b8,2,0,b7,2,255
88bf0ae5b8b7,1,0,e5,1,255
88bf0ae5b8b7e5,1,0,b8,1,255
88bf0ae5b8b7e5b8,1,0,b3,1,255
88bf0ae5b8b7e5b8b3,1,0,e7,1,255
88bfe5,2,0,89,2,255
88bfe589,2,0,8d,2,255
88bfe5898d,2,0,e3,2,255
88bfe5898de3,1,0,80,1,255
88bfe5898de380,1,0,82,1,255
88bfe5898de38082,1,0,e5,1,255
88bfe5898de38082e5,1,0,89,1,255
88e2,2,0,96,2,255
88e296,2,0,a1,2,255
88e296a1,2,0,e8,2,255
88e296a1e8,2,0,a1,2,255
88e296a1e8a1,1,0,a3,1,255
88e296a1e8a1a3,1,0,e6,1,255
88e296a1e8a1a3e6,1,0,9d,1,255
88e296a1e8a1a3e69d,1,0,b5,1,255
88e3,34,0,80,34,255
88e380,34,0,82,34,255
88e38082,34,2.14514,0a,12,250
88e380820a,12,0.650022,0a,10,254
88e380820a0a,5,1.52193,e5,2,253
88e380820a0ae5,2,1,a4,1,254
88e380820a0ae5a4,1,0,aa,1,255
88e380820a0ae5a4aa,1,0,e5,1,255
88e380820a0ae5ae,1,0,8b,1,255
88e380820a0ae5ae8b,1,0,e7,1,255
88e380820a0ae8,2,1,91,1,254
88e380820a0ae891,1,0,a3,1,255
88e380820a0ae891a3,1,0,e5,1,255
88e380820a0ae8b1,1,0,ab,1,255
88e380820a0ae8b1ab,1,0,e7,1,255
88e380820a0ae9,1,0,a0,1,255
88e380820a0ae9a0,1,0,86,1,255
88e380820a0ae9a086,1,0,e9,1,255
88e380820ae7,1,0,84,1,255
88e380820ae784,1,0,b6,1,255
88e380820ae784b6,1,0,e5,1,255
88e380820ae784b6e5,1,0,ae,1,255
88e38082e3,4,0,80,4,255
88e38082e380,2,0,8d,2,255
88e38082e3808d,2,1,e8,1,254
88e38082e3808de8,1,0,87,1,255
88e38082e3808de887,1,0,b3,1,255
88e38082e3808de9,1,0,ad,1,255
88e38082e3808de9ad,1,0,85,1,255
88e38082e5,12,1.79248,be,6,252
88e38082e584,1,0,bf,1,255
88e38082e584bf,1,0,e5,1,255
88e38082e584bfe5,1,0,90,1,255
88e38082e584bfe590,1,0,8d,1,255
88e38082e59c,1,0,a8,1,255
88e38082e59ca8,1,0,e9,1,255
88e38082e59ca8e9,1,0,83,1,255
88e38082e59ca8e983,1,0,a1,1,255
88e38082e5a5,1,0,b4,1,255
88e38082e5a5b4,1,0,e6,1,255
88e38082e5a5b4e6,1,0,97,1,255
88e38082e5a5b4e697,1,0,a2,1,255
88e38082e5be,3,0,8c,3,255
88e38082e5be8c,3,0.918296,e6,2,254
88e38082e5be8ce5,1,0,a4,1,255
88e38082e5be8ce5a4,1,0,a7,1,255
88e38082e5be8ce6,2,1,88,1,254
88e38082e5be8ce688,1,0,bf,1,255
88e38082e5be8ce697,1,0,a5,1,255
88e38082e6,2,0,97,2,255
88e38082e697,1,0,a2,1,255
88e38082e697a2,1,0,e7,1,255
88e38082e697a2e7,1,0,95,1,255
88e38082e697a2e795,1,0,a2,1,255
88e38082e7,2,0,99,2,255
88e38082e799,1,0,bd,1,255
88e38082e799bd,1,0,e6,1,255
88e38082e799bde6,1,0,99,1,255
88e38082e799bde699,1,0,9d,1,255
88e38082e8,2,0,a8,2,255
88e38082e8a8,1,0,b1,1,255
88e38082e8a8b1,1,0,e6,1,255
88e38082e8a8b1e6,1,0,b0,1,255
88e38082e8a8b1e6b0,1,0,b8,1,255
88e4,46,2.17686,b8,20,250
88e4b8,20,1.96096,ad,10,251
88e4b889,2,0,e6,2,255
88e4b889e6,2,0,97,2,255
88e4b889e697,1,0,a5,1,255
88e4b889e697a5,1,0,ef,1,255
88e4b889e697a5ef,1,0,bc,1,255
88e4b889e697a5efbc,1,0,8c,1,255
88e4b88b,2,0,e8,2,255
88e4b88be8,2,0,a7,2,255
88e4b88be8a7,1,0,80,1,255
88e4b88be8a780,1,0,e6,1,255
88e4b88be8a780e6,1,0,9c,1,255
88e4b88be8a780e69c,1,0,9b,1,255
88e4b88d,2,0,e5,2,255
88e4b88de5,2,0,91,2,255
88e4b88de591,1,0,8a,1,255
88e4b88de5918a,1,0,e6,1,255
88e4b88de5918ae6,1,0,88,1,255
88e4b88de5918ae688,1,0,91,1,255
88e4b896,4,1,e6,2,254
88e4b896e6,2,0,9c,2,255
88e4b896e69c,1,0,89,1,255
88e4b896e69c89,1,0,e5,1,255
88e4b896e69c89e5,1,0,8d,1,255
88e4b896e69c89e58d,1,0,87,1,255
88e4b896e9,2,0,81,2,255
88e4b896e981,1,0,bf,1,255
88e4b896e981bf,1,0,e7,1,255
88e4b896e981bfe7,1,0,a7,1,255
88e4b896e981bfe7a7,1,0,a6,1,255
88e4b8ad,10,0.721928,ef,8,254
88e4b8ade8,2,0,bc,2,255
88e4b8ade8bc,1,0,92,1,255
88e4b8ade8bc92,1,0,e5,1,255
88e4b8ade8bc92e5,1,0,8d,1,255
88e4b8ade8bc92e58d,1,0,81,1,255
88e4b8adef,8,0,bc,8,255
88e4b8adefbc,4,0,8c,4,255
88e4b8adefbc8c,4,1.5,e8,2,253
88e4b8adefbc8ce5,1,0,b0,1,255
88e4b8adefbc8ce5b0,1,0,b9,1,255
88e4b8adefbc8ce6,1,0,96,1,255
88e4b8adefbc8ce696,1,0,bc,1,255
88e4b8adefbc8ce8,2,1,95,1,254
88e4b8adefbc8ce895,1,0,a8,1,255
88e4b8adefbc8ce8a1,1,0,a1,1,255
88e4b9,2,0,8b,2,255
88e4b98b,2,0,e6,2,255
88e4b98be6,2,0,b6,2,255
88e4b98be6b6,1,0,95,1,255
88e4b98be6b695,1,0,e6,1,255
88e4b98be6b695e6,1,0,b3,1,255
88e4b98be6b695e6b3,1,0,a3,1,255
88e4ba,8,0.811278,ba,6,254
88e4ba8c,2,0,e5,2,255
88e4ba8ce5,2,0,a5,2,255
88e4ba8ce5a5,1,0,b3,1,255
88e4ba8ce5a5b3,1,0,e5,1,255
88e4ba8ce5a5b3e5,1,0,ad,1,255
88e4ba8ce5a5b3e5ad,1,0,90,1,255
88e4baba,6,0.918296,e7,4,254
88e4babae5,2,0,a7,2,255
88e4babae5a7,1,0,93,1,255
88e4babae5a793,1,0,e5,1,255
88e4babae5a793e5,1,0,91,1,255
88e4babae5a793e591,1,0,a8,1,255
88e4babae7,4,1,9b,2,254
88e4babae79b,1,0,b8,1,255
88e4babae79bb8,1,0,e6,1,255
88e4babae79bb8e6,1,0,89,1,255
88e4babae79bb8e689,1,0,bf,1,255
88e4babae7ab,1,0,a0,1,255
88e4babae7aba0,1,0,e8,1,255
88e4babae7aba0e8,1,0,8b,1,255
88e4babae7aba0e88b,1,0,9f,1,255
88e4bb,6,0.918296,a5,4,254
88e4bba4,2,0,e4,2,255
88e4bba4e4,2,0,b9,2,255
88e4bba4e4b9,1,0,b3,1,255
88e4bba4e4b9b3,1,0,e6,1,255
88e4bba4e4b9b3e6,1,0,af,1,255
88e4bba4e4b9b3e6af,1,0,8d,1,255
88e4bba5,4,1,e8,2,254
88e4bba5e8,2,0,aa,2,255
88e4bba5e8aa,1,0,9e,1,255
88e4bba5e8aa9e,1,0,e6,1,255
88e4bba5e8aa9ee6,1,0,96,1,255
88e4bba5e8aa9ee696,1,0,90,1,255
88e4bba5e9,2,0,84,2,255
88e4bba5e984,1,0,b0,1,255
88e4bba5e984b0,1,0,e4,1,255
88e4bba5e984b0e4,1,0,ba,1,255
88e4bba5e984b0e4ba,1,0,ba,1,255
88e4bc,2,0,b0,2,255
