byte_offset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
1792,245,33,42,26,18,13,11,7,44,28,39,29,28,5,18,4,55,13,6,4,8,59,5,16,8,2,4,0,4,25,3,9,49,1,4,4,12,6,3,4,1,3,2,0,3,2,5,0,8,10,10,2,4,6,2,19,3,1,8,0,1,0,2,1,9,3,9,3,8,9,3,1,4,9,3,0,3,3,5,0,0,0,8,9,13,17,5,1,1,1,3,1,0,2,2,2,10,15,8,9,14,55,10,6,3,23,2,3,16,22,16,17,9,0,27,23,31,12,10,25,6,9,11,0,4,1,1,2,30,12,5,0,5,17,5,23,11,0,8,0,4,0,1,0,3,1,1,2,2,4,1,0,3,0,2,0,2,0,1,5,5,1,3,0,2,0,4,0,3,0,0,0,1,0,2,0,0,3,1,1,0,1,1,10,0,0,0,2,2,0,1,2,33,14,3,4,3,0,4,0,9,1,0,1,1,4,0,1,4,1,2,1,3,0,3,3,3,0,0,2,1,0,0,16,11,0,1,1,0,3,6,0,0,1,0,0,2,0,0,0,10,1,1,0,5,7,12,57,5,3,8,8,7,9,16,40
1920,244,30,37,28,18,14,11,6,44,29,39,24,28,5,18,6,54,14,6,5,10,59,6,16,8,0,3,0,4,30,2,10,52,1,5,4,12,6,2,2,1,3,2,0,3,2,5,1,8,10,10,2,4,6,2,19,3,1,8,0,1,0,1,1,9,3,9,3,7,8,2,1,4,9,3,0,3,3,5,0,0,0,8,10,13,11,5,1,1,1,3,1,0,2,2,2,9,17,6,9,16,58,11,6,4,27,2,3,18,24,17,17,9,0,29,25,34,12,11,27,6,10,11,0,3,1,1,2,28,12,5,0,5,11,5,25,12,0,8,0,5,0,1,0,3,1,1,2,2,4,1,0,3,0,2,0,2,1,1,5,4,1,3,0,2,0,5,0,3,0,0,0,2,0,2,0,0,3,1,1,0,1,1,9,0,0,0,2,2,0,1,2,32,14,4,5,4,1,4,0,10,1,0,2,1,1,0,1,4,1,2,1,3,0,2,3,3,0,0,2,1,0,0,9,11,0,1,1,0,3,7,0,0,1,1,0,2,0,1,0,9,1,2,0,3,5,13,55,5,3,8,8,7,8,12,41
2048,239,30,37,26,17,14,10,3,45,28,40,24,29,5,19,5,51,14,6,5,11,55,6,15,8,0,2,0,4,29,1,10,58,1,4,4,10,7,2,2,0,0,2,0,3,2,5,1,8,10,6,2,3,6,1,12,3,1,8,0,1,0,1,1,7,1,9,3,7,7,2,1,4,9,3,0,3,3,5,0,0,0,9,11,12,11,5,1,1,1,2,1,0,2,2,2,6,20,5,10,18,65,13,7,4,29,1,3,20,28,17,20,8,0,32,30,38,13,12,26,7,12,11,0,3,1,1,2,31,13,5,0,4,12,6,27,10,0,9,0,5,0,2,0,2,1,1,2,2,4,1,0,3,0,2,0,2,1,1,5,3,2,2,0,2,0,7,0,3,0,0,0,2,0,2,0,0,3,1,1,0,1,0,10,0,0,0,2,2,0,1,1,34,12,5,5,4,1,4,0,10,1,0,2,1,1,2,1,4,1,2,1,3,0,1,3,3,0,0,2,2,0,0,7,11,0,1,0,0,3,6,0,0,1,1,0,1,1,1,0,9,1,2,0,5,4,13,50,5,3,8,8,5,7,12,44
2176,240,34,42,28,18,14,11,4,45,26,41,28,30,5,18,5,50,15,6,6,11,53,5,17,7,0,2,1,4,28,1,10,59,1,4,4,10,7,2,2,0,0,3,1,2,2,3,1,10,10,6,2,3,6,1,12,3,1,7,0,1,1,1,1,8,2,10,4,7,7,2,1,5,6,2,0,3,3,5,0,0,0,7,9,11,10,5,1,1,0,2,1,0,1,1,2,7,19,5,13,18,65,10,6,6,22,1,5,19,28,14,20,9,0,33,27,36,13,12,27,6,12,11,0,3,1,1,2,32,13,5,0,4,12,7,23,10,0,9,0,5,0,2,0,1,1,1,2,2,4,1,0,2,0,1,0,0,1,1,5,3,2,2,0,3,0,7,0,3,0,0,0,2,0,2,0,0,3,1,1,0,2,0,8,0,0,0,2,2,0,1,1,33,11,4,5,5,1,4,0,10,1,0,2,1,1,2,1,4,1,3,1,4,0,1,2,3,0,0,2,2,0,0,7,11,0,1,0,0,4,6,0,0,1,1,1,1,1,1,0,10,1,3,0,8,4,13,49,7,3,8,7,4,8,13,44
2304,216,35,48,32,18,14,12,4,42,27,43,30,30,5,13,5,51,16,6,6,10,57,7,17,7,0,2,1,5,30,1,10,63,1,4,4,9,8,2,1,0,0,3,1,2,4,3,1,9,10,6,2,3,6,1,14,3,1,6,0,2,1,1,1,9,2,10,4,8,7,2,1,5,6,2,0,3,3,6,0,0,0,8,9,11,10,5,1,1,0,2,0,0,0,1,2,7,16,3,16,20,64,9,5,7,17,1,6,18,23,11,18,8,0,27,23,34,12,10,27,5,9,10,0,3,0,2,2,35,13,6,0,4,12,7,24,10,0,9,1,5,0,2,0,0,1,0,2,1,5,1,0,2,0,1,0,0,1,1,5,4,2,2,0,3,0,8,0,2,0,0,0,2,0,2,0,0,3,1,1,0,2,0,8,0,0,1,2,2,0,1,1,34,13,5,5,5,1,4,0,10,2,0,2,1,1,2,1,4,1,3,1,4,0,1,5,3,0,0,1,2,0,0,7,12,0,1,0,0,4,6,0,0,1,1,1,1,1,1,0,10,1,3,2,13,4,13,52,8,3,8,7,4,9,14,52
2432,240,38,49,36,15,14,12,6,39,26,44,31,30,5,12,9,48,14,6,6,11,53,7,16,8,0,2,1,5,29,3,9,63,1,4,4,9,7,2,1,1,0,3,1,2,4,3,1,10,10,14,1,3,6,1,12,3,1,6,0,13,1,1,1,10,2,9,3,8,6,2,1,5,6,2,0,2,3,6,0,1,0,8,9,11,10,5,1,1,0,2,0,0,0,1,2,8,14,3,15,20,58,9,5,5,17,1,5,16,21,11,16,8,0,22,21,30,10,9,25,7,9,9,0,3,0,2,2,39,12,6,1,4,12,7,26,10,0,8,1,5,0,2,0,1,0,0,2,0,5,1,0,2,0,0,0,0,1,1,5,5,2,2,0,3,0,8,0,2,0,0,0,2,0,2,0,0,3,1,1,0,2,0,7,0,0,1,2,2,0,0,1,37,13,5,6,5,1,1,0,10,2,0,2,1,1,2,1,4,1,2,1,2,0,0,6,3,0,0,1,2,0,0,6,14,0,1,0,0,4,3,0,1,1,1,2,0,1,1,0,12,1,3,2,14,4,10,50,8,3,8,5,4,9,14,50
2560,250,39,50,38,15,16,12,7,38,25,45,27,30,5,12,9,48,15,8,6,11,59,7,18,8,0,3,1,7,34,3,9,61,1,4,4,9,6,2,0,1,0,2,1,4,4,4,1,10,8,13,1,3,7,1,13,2,0,4,0,13,1,1,0,10,2,9,3,8,6,1,0,5,6,2,0,2,3,6,1,1,0,6,9,9,10,2,1,2,0,2,0,1,0,1,2,8,11,2,15,16,53,9,7,5,19,1,6,15,18,12,13,8,0,20,23,24,9,9,24,7,9,8,0,1,0,3,2,38,12,6,1,4,12,7,25,13,0,11,1,5,0,2,0,1,0,0,2,0,4,1,0,2,0,0,0,0,1,1,5,5,2,2,0,3,0,9,0,3,0,0,0,2,0,2,0,0,3,1,1,0,2,0,5,1,0,1,2,2,0,0,1,42,12,5,6,5,1,1,0,12,1,0,2,1,1,2,1,4,1,2,1,2,0,0,6,3,0,0,1,2,0,0,6,14,0,1,0,0,4,3,0,1,1,1,2,0,1,1,0,15,1,3,3,14,4,8,50,8,3,8,2,3,11,15,47
2688,247,38,49,39,16,17,13,7,35,23,41,30,30,5,13,8,47,17,8,4,11,63,6,16,9,0,3,1,8,34,4,10,63,1,3,4,7,6,2,0,1,0,2,1,4,4,4,1,10,6,13,0,3,7,2,13,2,0,1,0,13,1,1,0,10,2,9,3,9,3,1,0,4,6,2,0,2,2,7,1,2,0,6,8,9,10,2,0,2,0,2,0,1,0,1,2,7,11,3,17,15,52,9,7,5,22,1,8,18,17,14,13,8,0,21,25,23,7,10,23,6,9,10,0,1,0,3,2,38,12,6,1,4,11,7,25,15,0,12,1,5,0,2,0,1,0,0,2,0,2,1,0,2,0,0,0,0,1,1,5,5,2,1,0,3,0,9,0,3,0,0,0,2,0,2,0,0,3,1,1,2,2,0,4,1,0,1,2,1,0,0,1,44,12,5,6,5,1,1,0,12,1,0,2,1,1,2,1,4,1,2,1,2,0,0,6,3,0,0,1,3,0,0,6,11,0,1,0,0,4,3,0,1,0,1,2,0,1,1,0,14,1,5,5,14,4,8,54,8,3,5,1,4,11,14,49
2816,258,39,51,37,18,19,13,7,38,20,45,26,25,5,13,8,45,19,9,4,12,68,6,16,8,0,4,1,9,35,6,11,60,1,3,5,7,5,2,0,1,0,3,1,4,4,4,1,14,6,13,0,3,6,2,12,1,0,2,0,13,1,1,0,10,3,10,3,10,4,2,0,4,2,2,0,1,0,6,1,2,0,5,9,9,8,3,0,1,2,2,0,1,0,1,2,7,11,3,17,14,49,10,6,5,20,1,8,19,15,13,15,9,0,22,24,23,8,8,25,5,8,8,0,1,0,3,2,36,12,6,1,4,9,7,28,17,0,14,1,5,0,2,0,1,0,0,2,0,2,1,0,2,0,0,0,0,1,1,5,5,2,1,0,2,0,10,0,3,0,0,0,2,0,2,0,0,3,1,1,2,2,0,4,1,0,1,2,1,0,0,1,40,13,5,6,5,1,1,0,14,1,0,2,1,0,2,1,4,1,2,1,2,0,1,6,2,0,1,1,3,0,0,3,10,0,0,0,0,4,3,0,1,0,1,2,0,1,1,0,16,3,5,5,14,4,8,50,7,3,3,0,4,14,13,42
2944,251,37,52,38,18,18,12,7,40,19,38,25,24,3,14,8,41,18,9,4,12,69,6,15,8,0,4,2,8,37,5,7,63,1,4,5,7,4,2,0,1,0,3,1,5,4,5,1,16,7,14,0,3,6,3,11,1,0,3,0,13,1,1,0,11,3,10,5,11,4,1,0,4,2,2,0,1,0,5,1,2,0,9,13,10,8,3,1,1,4,1,0,1,0,0,0,7,15,3,19,16,52,10,7,4,22,0,8,20,17,16,17,9,0,26,25,25,8,9,27,5,9,7,0,1,0,3,1,36,11,6,1,4,6,4,29,17,0,14,1,6,0,2,0,1,0,0,2,1,2,1,0,2,0,0,0,0,1,1,1,4,2,0,0,2,0,10,0,3,0,0,0,2,0,2,0,0,2,1,1,2,2,0,4,1,0,1,2,1,0,0,1,39,14,5,6,5,1,1,0,14,1,1,2,1,0,2,1,5,1,3,1,2,0,1,5,2,0,1,1,3,0,1,2,10,0,0,0,0,4,3,0,1,0,1,2,0,1,2,0,15,5,5,5,12,4,8,47,7,3,2,2,4,14,12,31
3072,252,38,50,35,18,21,11,5,41,21,38,21,24,3,14,7,39,20,9,4,12,68,6,13,7,0,5,2,7,37,5,5,65,1,4,5,7,4,3,0,1,0,3,1,5,5,5,1,15,7,14,0,3,5,3,11,1,0,3,0,13,1,1,0,11,3,10,5,11,4,1,0,4,2,2,0,1,0,3,1,2,0,10,13,11,7,3,1,1,4,1,0,1,0,0,0,7,17,4,20,17,54,10,9,6,23,0,7,19,22,15,22,11,0,27,27,30,8,9,27,5,11,5,0,1,0,4,0,34,11,6,1,4,6,4,25,17,0,14,1,5,0,2,0,1,0,0,2,1,3,1,0,2,0,0,0,1,1,1,0,4,2,0,0,2,0,10,0,3,0,0,0,1,0,2,0,0,1,1,1,2,2,0,4,1,0,1,2,1,0,0,1,38,11,5,6,5,1,1,0,13,1,1,2,1,0,4,1,4,1,3,1,2,0,1,7,1,0,1,1,3,0,2,1,12,0,0,0,0,4,3,1,1,0,1,2,0,1,3,0,14,7,5,5,12,2,9,46,6,3,1,2,4,16,6,26
